,fips,POPESTIMATE2019,school_closure_date
3083,55073,135692,
3084,55075,40350,
3085,55077,15574,
3086,55078,4556,
3087,55079,945726,2020-03-18
3088,55081,46253,
3089,55083,37930,
3090,55085,35595,
3091,55087,187885,
3092,55089,89221,
3093,55091,7287,
3094,55093,42754,
3095,55095,43783,
3096,55097,70772,
3097,55099,13351,
3098,55101,196311,
3099,55103,17252,
3100,55105,163354,
3101,55107,14178,
3102,55109,90687,
3103,55111,64442,
3104,55113,16558,
3105,55115,40899,
3106,55117,115340,
3107,55119,20343,
3108,55121,29649,
3109,55123,30822,
3110,55125,22195,
3111,55127,103868,
3112,55129,15720,
3113,55131,136034,
3114,55133,404198,2020-03-16
3115,55135,50990,
3116,55137,24443,
3117,55139,171907,
3118,55141,72999,
3119,56001,38880,
3120,56003,11790,
3121,56005,46341,
3122,56007,14800,
3123,56009,13822,
3124,56011,7584,
3125,56013,39261,
3126,56015,13211,
3127,56017,4413,
3128,56019,8445,
3129,56021,99500,
3130,56023,19830,
3131,56025,79858,
3132,56027,2356,
3133,56029,29194,
3134,56031,8393,
3135,56033,30485,
3136,56035,9831,
3137,56037,42343,
3138,56039,23464,
3139,56041,20226,
3140,56043,7805,
3141,56045,6927,
